2021-08-19 14:56:04,897 AWT-EventQueue-0 WARN  server.ContinuousCompetitionSubjectMatcher - loop index of subjectGroups 0
2021-08-19 14:56:50,850 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 4 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:50,861 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 4 of cohort 34.
2021-08-19 14:56:50,861 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:50,861 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:50,862 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:50,862 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.018824404761904764, balanceFirmB: 0.01818797831632653, balanceFirmC: 0.018824404761904764, balanceFirmD: 0.0
2021-08-19 14:56:50,869 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 2000 and to countId: 4.
2021-08-19 14:56:50,880 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 4
2021-08-19 14:56:51,306 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:51,315 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 5 of cohort 34.
2021-08-19 14:56:51,317 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:51,333 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 5 of cohort 34.
2021-08-19 14:56:51,355 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:51,364 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 5 of cohort 34.
2021-08-19 14:56:51,365 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:51,365 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:51,365 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:51,365 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.022589285714285718, balanceFirmB: 0.02182557397959184, balanceFirmC: 0.022589285714285718, balanceFirmD: 0.0
2021-08-19 14:56:51,383 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 2500 and to countId: 5.
2021-08-19 14:56:51,387 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 5
2021-08-19 14:56:51,811 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:51,832 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 6 of cohort 34.
2021-08-19 14:56:51,832 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:51,839 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 6 of cohort 34.
2021-08-19 14:56:51,857 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:51,865 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 6 of cohort 34.
2021-08-19 14:56:51,865 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:51,865 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:51,865 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:51,865 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.02635416666666667, balanceFirmB: 0.025463169642857147, balanceFirmC: 0.02635416666666667, balanceFirmD: 0.0
2021-08-19 14:56:51,869 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 3000 and to countId: 6.
2021-08-19 14:56:51,880 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 6
2021-08-19 14:56:52,316 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:52,327 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 7 of cohort 34.
2021-08-19 14:56:52,328 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:52,337 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 7 of cohort 34.
2021-08-19 14:56:52,360 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:52,368 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 7 of cohort 34.
2021-08-19 14:56:52,368 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:52,368 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:52,368 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:52,368 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.030119047619047625, balanceFirmB: 0.029100765306122454, balanceFirmC: 0.030119047619047625, balanceFirmD: 0.0
2021-08-19 14:56:52,383 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 3500 and to countId: 7.
2021-08-19 14:56:52,397 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 7
2021-08-19 14:56:52,822 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:52,838 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 8 of cohort 34.
2021-08-19 14:56:52,839 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:52,852 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 8 of cohort 34.
2021-08-19 14:56:52,863 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:52,878 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 8 of cohort 34.
2021-08-19 14:56:52,879 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:52,880 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:52,880 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:52,881 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.03388392857142858, balanceFirmB: 0.03273836096938776, balanceFirmC: 0.03388392857142858, balanceFirmD: 0.0
2021-08-19 14:56:52,886 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 4000 and to countId: 8.
2021-08-19 14:56:52,889 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 8
2021-08-19 14:56:53,330 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:53,346 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 9 of cohort 34.
2021-08-19 14:56:53,346 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:53,353 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 9 of cohort 34.
2021-08-19 14:56:53,376 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:53,391 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 9 of cohort 34.
2021-08-19 14:56:53,392 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:53,392 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:53,392 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:53,393 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.03764880952380953, balanceFirmB: 0.03637595663265306, balanceFirmC: 0.03764880952380953, balanceFirmD: 0.0
2021-08-19 14:56:53,403 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 4500 and to countId: 9.
2021-08-19 14:56:53,407 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 9
2021-08-19 14:56:53,829 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:53,840 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 10 of cohort 34.
2021-08-19 14:56:53,843 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:53,851 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 10 of cohort 34.
2021-08-19 14:56:53,869 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:53,891 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 10 of cohort 34.
2021-08-19 14:56:53,891 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:53,891 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:53,892 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:53,892 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.04141369047619048, balanceFirmB: 0.04001355229591837, balanceFirmC: 0.04141369047619048, balanceFirmD: 0.0
2021-08-19 14:56:53,894 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 5000 and to countId: 10.
2021-08-19 14:56:53,898 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 10
2021-08-19 14:56:54,333 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 11 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:54,341 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 11 of cohort 34.
