2021-08-19 14:13:58,907 AWT-EventQueue-0 WARN  server.ContinuousCompetitionSubjectMatcherDuopoly - loop index of subjectGroups 0
2021-08-19 14:17:06,938 PeriodThread INFO  server.ContinuousCompetitionInstitution - Action variables before initial market update: aFirmA: 33.0, aFirmB: 25.0, aFirmC: 0.0, aFirmD: 0.0.
2021-08-19 14:17:06,938 PeriodThread INFO  server.ContinuousCompetitionInstitution - Profit variables before initial market update: profitFirmA: 23.166, profitFirmB: 17.95, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:06,938 PeriodThread INFO  server.ContinuousCompetitionInstitution - Balance variables before initial market update: balanceFirmA: 0.0, balanceFirmB: 0.0, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:06,987 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received ready message from clientagent1
2021-08-19 14:17:07,057 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received ready message from clientClient1
2021-08-19 14:17:07,057 PeriodThread INFO  server.ContinuousCompetitionInstitution - All clients reported ready stated. Sending start signal
2021-08-19 14:17:07,624 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 0 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:07,680 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 0 of cohort 24.
2021-08-19 14:17:07,681 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 0 from client agent1: Set aFirmB = 29.0
2021-08-19 14:17:07,697 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 0 of cohort 24.
2021-08-19 14:17:07,698 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 29.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 31.0.
2021-08-19 14:17:07,699 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 68.6, oFirmB: 69.4, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:07,699 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.637999999999998, profitFirmB: 20.125999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:07,699 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.003773, balanceFirmB: 0.003354333333333333, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:07,709 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 0 and to countId: 0.
2021-08-19 14:17:07,719 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 0
2021-08-19 14:17:08,126 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 1 from client agent1: Set aFirmB = 31.0
2021-08-19 14:17:08,196 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 1 of cohort 24.
2021-08-19 14:17:08,199 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 1 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:08,221 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 1 of cohort 24.
2021-08-19 14:17:08,221 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 31.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.0.
2021-08-19 14:17:08,222 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.8, oFirmB: 68.2, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:08,222 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.374000000000002, profitFirmB: 21.142, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:08,222 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.007502, balanceFirmB: 0.0068779999999999996, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:08,241 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 500 and to countId: 1.
2021-08-19 14:17:08,245 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 1
2021-08-19 14:17:08,626 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 2 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:08,659 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 2 of cohort 24.
2021-08-19 14:17:08,659 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 2 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:08,693 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 2 of cohort 24.
2021-08-19 14:17:08,694 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.5.
2021-08-19 14:17:08,694 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.4, oFirmB: 67.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:08,694 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.242000000000004, profitFirmB: 21.631999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:08,694 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.011209, balanceFirmB: 0.010483333333333332, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:08,709 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 1000 and to countId: 2.
2021-08-19 14:17:08,716 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 2
2021-08-19 14:17:09,138 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 3 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:09,184 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 3 of cohort 24.
2021-08-19 14:17:09,184 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 3 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:09,211 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 3 of cohort 24.
2021-08-19 14:17:09,211 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.5.
2021-08-19 14:17:09,211 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.4, oFirmB: 67.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:09,211 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.242000000000004, profitFirmB: 21.631999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:09,212 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.014916, balanceFirmB: 0.014088666666666666, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:09,232 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 1500 and to countId: 3.
2021-08-19 14:17:09,236 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 3
2021-08-19 14:17:09,633 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 4 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:09,664 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 4 of cohort 24.
2021-08-19 14:17:09,664 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 4 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:09,692 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 4 of cohort 24.
2021-08-19 14:17:09,693 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.5.
2021-08-19 14:17:09,693 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.4, oFirmB: 67.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:09,693 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.242000000000004, profitFirmB: 21.631999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:09,693 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.018623, balanceFirmB: 0.017693999999999998, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:09,702 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 2000 and to countId: 4.
2021-08-19 14:17:09,707 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 4
2021-08-19 14:17:10,143 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:10,163 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 5 of cohort 24.
2021-08-19 14:17:10,164 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 5 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:10,189 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 5 of cohort 24.
2021-08-19 14:17:10,191 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.5.
2021-08-19 14:17:10,192 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.4, oFirmB: 67.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:10,192 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.242000000000004, profitFirmB: 21.631999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:10,192 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.022330000000000003, balanceFirmB: 0.02129933333333333, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:10,204 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 2500 and to countId: 5.
2021-08-19 14:17:10,213 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 5
2021-08-19 14:17:10,645 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:10,663 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 6 of cohort 24.
2021-08-19 14:17:10,663 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 6 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:10,676 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 6 of cohort 24.
2021-08-19 14:17:10,676 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.5.
2021-08-19 14:17:10,677 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.4, oFirmB: 67.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:10,677 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.242000000000004, profitFirmB: 21.631999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:10,677 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.026037000000000005, balanceFirmB: 0.024904666666666662, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:10,692 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 3000 and to countId: 6.
2021-08-19 14:17:10,696 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 6
2021-08-19 14:17:11,154 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:11,167 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 7 of cohort 24.
2021-08-19 14:17:11,167 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 7 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:11,184 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 7 of cohort 24.
2021-08-19 14:17:11,185 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.5.
2021-08-19 14:17:11,185 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.4, oFirmB: 67.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:11,185 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.242000000000004, profitFirmB: 21.631999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:11,185 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.029744000000000007, balanceFirmB: 0.028509999999999994, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:11,193 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 3500 and to countId: 7.
2021-08-19 14:17:11,202 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 7
2021-08-19 14:17:11,654 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client Client1: Set aFirmA = 33.0
2021-08-19 14:17:11,674 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 8 of cohort 24.
2021-08-19 14:17:11,674 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 8 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:11,689 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 8 of cohort 24.
2021-08-19 14:17:11,689 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 33.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 32.5.
2021-08-19 14:17:11,689 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 67.4, oFirmB: 67.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:11,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.242000000000004, profitFirmB: 21.631999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:11,692 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.03345100000000001, balanceFirmB: 0.03211533333333333, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:11,702 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 4000 and to countId: 8.
2021-08-19 14:17:11,711 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 8
2021-08-19 14:17:12,159 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client agent1: Set aFirmB = 32.0
2021-08-19 14:17:12,169 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 9 of cohort 24.
2021-08-19 14:17:12,170 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 9 from client Client1: Set aFirmA = 47.0
2021-08-19 14:17:12,182 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 9 of cohort 24.
2021-08-19 14:17:12,183 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 47.0, aFirmB: 32.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 39.5.
2021-08-19 14:17:12,183 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 59.0, oFirmB: 62.0, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:12,183 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 27.73, profitFirmB: 19.839999999999996, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:12,183 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.03807266666666668, balanceFirmB: 0.035421999999999995, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:12,188 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 4500 and to countId: 9.
2021-08-19 14:17:12,190 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 9
2021-08-19 14:17:12,666 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client agent1: Set aFirmB = 39.0
2021-08-19 14:17:12,679 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 10 of cohort 24.
2021-08-19 14:17:12,679 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 10 from client Client1: Set aFirmA = 47.0
2021-08-19 14:17:12,689 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 10 of cohort 24.
2021-08-19 14:17:12,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 47.0, aFirmB: 39.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 43.0.
2021-08-19 14:17:12,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 56.2, oFirmB: 57.800000000000004, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:12,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 26.414, profitFirmB: 22.541999999999998, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:12,691 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.04247500000000001, balanceFirmB: 0.03917899999999999, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:12,697 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 5000 and to countId: 10.
2021-08-19 14:17:12,705 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 10
2021-08-19 14:17:13,169 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 11 from client agent1: Set aFirmB = 43.0
2021-08-19 14:17:13,178 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 11 of cohort 24.
2021-08-19 14:17:13,178 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 11 from client Client1: Set aFirmA = 39.0
2021-08-19 14:17:13,186 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 11 of cohort 24.
2021-08-19 14:17:13,186 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 39.0, aFirmB: 43.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 41.0.
2021-08-19 14:17:13,186 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 59.400000000000006, oFirmB: 58.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:13,186 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 23.166, profitFirmB: 25.198, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:13,186 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.046336000000000016, balanceFirmB: 0.043378666666666656, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:13,194 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 5500 and to countId: 11.
2021-08-19 14:17:13,198 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 11
2021-08-19 14:17:13,674 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 12 from client agent1: Set aFirmB = 41.0
2021-08-19 14:17:13,682 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 12 of cohort 24.
2021-08-19 14:17:13,682 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 12 from client Client1: Set aFirmA = 21.0
2021-08-19 14:17:13,689 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 12 of cohort 24.
2021-08-19 14:17:13,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 21.0, aFirmB: 41.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 31.0.
2021-08-19 14:17:13,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 71.0, oFirmB: 67.0, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:13,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 14.91, profitFirmB: 27.469999999999995, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:13,690 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.04882100000000002, balanceFirmB: 0.047956999999999986, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:13,693 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 6000 and to countId: 12.
2021-08-19 14:17:13,696 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 12
2021-08-19 14:17:14,178 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 13 from client agent1: Set aFirmB = 31.0
2021-08-19 14:17:14,182 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 13 of cohort 24.
2021-08-19 14:17:14,182 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 13 from client Client1: Set aFirmA = 44.0
2021-08-19 14:17:14,189 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 13 of cohort 24.
2021-08-19 14:17:14,190 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 44.0, aFirmB: 31.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 37.5.
2021-08-19 14:17:14,190 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 61.2, oFirmB: 63.800000000000004, oFirmC: 0.0, oFirmD: 0.0.
